"","TCGA.3C.AALI.01","TCGA.A2.A04W.01","TCGA.A2.A04X.01","TCGA.A2.A0CX.01","TCGA.A2.A0D1.01","TCGA.A2.A0EQ.01","TCGA.A2.A0T1.01","TCGA.A2.A3XV.01","TCGA.A2.A3XZ.01","TCGA.A8.A07I.01","TCGA.A8.A08B.01","TCGA.A8.A08J.01","TCGA.A8.A08L.01","TCGA.A8.A08X.01","TCGA.A8.A094.01","TCGA.A8.A09G.01","TCGA.A8.A09X.01","TCGA.A8.A0A7.01","TCGA.AC.A23H.01","TCGA.AC.A3W5.01","TCGA.AC.A5EH.01","TCGA.AN.A04C.01","TCGA.AN.A0FV.01","TCGA.AO.A0J2.01","TCGA.AO.A0JE.01","TCGA.AO.A12D.01","TCGA.AR.A0TX.01","TCGA.AR.A24U.01","TCGA.AR.A254.01","TCGA.B6.A0I9.01","TCGA.B6.A0IK.01","TCGA.B6.A0RH.01","TCGA.B6.A0RS.01","TCGA.BH.A0AW.01","TCGA.BH.A0B7.01","TCGA.BH.A0EE.01","TCGA.BH.A18P.01","TCGA.BH.A18R.01","TCGA.BH.A1EN.01","TCGA.BH.A1EV.01","TCGA.BH.A203.01","TCGA.C8.A12L.01","TCGA.C8.A12P.01","TCGA.C8.A12Q.01","TCGA.C8.A12T.01","TCGA.C8.A12Z.01","TCGA.C8.A135.01","TCGA.C8.A137.01","TCGA.C8.A138.01","TCGA.C8.A1HF.01","TCGA.C8.A1HK.01","TCGA.C8.A26X.01","TCGA.C8.A26Y.01","TCGA.C8.A275.01","TCGA.C8.A278.01","TCGA.C8.A8HP.01","TCGA.D8.A13Z.01","TCGA.D8.A1JA.01","TCGA.D8.A1JF.01","TCGA.D8.A1JG.01","TCGA.D8.A1XJ.01","TCGA.D8.A1XT.01","TCGA.E2.A14P.01","TCGA.E2.A14V.01","TCGA.E2.A152.01","TCGA.E2.A1B0.01","TCGA.E2.A1LB.01","TCGA.E9.A1RH.01","TCGA.E9.A248.01","TCGA.EW.A1OV.01","TCGA.EW.A2FR.01","TCGA.EW.A6SD.01","TCGA.GM.A2DB.01","TCGA.GM.A2DH.01","TCGA.LL.A5YO.01","TCGA.OL.A5RZ.01","TCGA.OL.A66P.01","TCGA.UU.A93S.01"
"CASP8AP2",301.251,204.242,246.193,440.722,682.755,717.098,329.967,36.129,393.866,745.673,1036.22,284.099,1413.39,665.42,592.755,657.79,381.662,266.981,587.071,309.338,162.474,326.299,364.474,131.643,431.237,544.996,538.071,665.025,784.422,954.111,384.393,393.397,594.697,281.268,644.032,759.163,929.414999999999,912.63,211.164,520.035,466.75,870.597,299.962,414.658,330.23,653.964,300.461,345.194,386.285,758.242,597.149,265.503,445.464,397.764,588.751,212.061,1476.38,894.907999999999,578.883,8173.86,995.853000000001,596.071,541.85,562.67,455.526,843.297,306.414,641.028,673.033,739.979,565.087,403.897,304.996,2358.8,273.165,369.31,85.6115,96.2373
"CASP9",301.795,238.282,559.07,234.487,485.933,307.15,247.569,436.129,207.788,265.902,180.212,207.585,381.345,211.397,367.895,287.726,352.685,258.736,409.432,257.507,321.237,203.582,286.894,432.825,225.152,315.752,323.519,189.014,145.898,354.366,319.075,203.92,196.654,366.723,357.398,185.105,184.931,173.848,243.87,360.144,255.243,258.805,168.514,420.33,309.34,156.361,241.935,281.466,294.337,299.673,357.589,328.893,502.371,269.491,316.304,238.797,346.019,119.177,176.535,321.066,136.182,146.041,821.386,205.027,373.998,305.421,439.852,180.477,278.407,249.473,219.556,200.272,428.039,341.851,310.065,253.197,261.151,161.36
"CASQ1",3.2626,0.5403,6.8487,22.1976,5.6504,6.6321,4.869,7.3118,12.4052,38.805,84.8057,3.6593,5.7107,44.4414,1.2492,4.5914,8.279,3.141,11.0094,9.8725,18.5567,3.1921,53.0005,3.9892,7.3022,8.6507,5.4146,6.9515,2.3251,11.4723,2.3121,5.5021,3.1566,6.7912,2.5018,4.3515,18.31,26.7459,0.6351,8.1498,6.4528,3.5615,6.1139,3.8809,4.4445,9.8341,4.6083,0,60.1002,0.891,1.0003,2.7561,17.4392,5.0015,31.564,23.6974,1.6194,2.9794,11.595,8.5376,0.302,1.3228,2.0024,3.2963,1.9788,15.9673,1.3479,0.9516,9.0644,12.6582,4.1992,0.838,9.6943,19.5567,51.7692,0.5115,1.4388,2.1708
"CASQ2",1.6313,21.0725,5.0464,22.6012,0,0.4145,16.8542,18.0645,10.3377,5.7326,13.2509,4.6574,4.1244,5.405,0,17.4472,22.3533,20.8088,27.9699,12.752,0.4124,36.5313,9.2175,0,10.5477,17.3015,18.6125,24.8267,2.0344,4.4614,25.4335,31.6369,20.8333,21.5054,31.0936,40.5021,13.5494,7.4294,7.3034,24.4494,15.0565,3.9573,5.7318,35.525,0.4445,6.8838,67.2811,11.6835,91.4344,2.97,16.5041,43.1787,9.4845,2.942,4.3193,89.9286,26.4507,4.6046,6.6671,11.1248,3.9254,1.0583,20.4245,18.1294,5.5407,24.3223,13.4786,6.3437,9.7119,41.1392,10.4979,0.838,11.9314,13.0378,2.7537,4.6036,2.8777,1.4472
"CASR",0.5438,0.5403,0.3605,0,0,0,0,0,0,0.441,0,0,0.6345,0.6006,0,0,0.414,0.7852,0,0,0,0,0,0,0,0.4806,0.6768,0.662,0.8719,0,0,0,0,0,0.3574,1.0042,0,0,0.3175,0,0,0.7915,0,0.8956,0,0,0.9217,0,0.5137,1.485,0.5001,0.4593,0,1.1768,1.329,0,3.5088,0.2709,0,0.7761,0,0.2646,0,0,0.3958,0,0,0.3172,0.6475,1.0549,0,0.419,0,0,1.6522,0.5115,0.7194,0
"CASS4",34.2577,9.7258,22.7088,31.8838,10.8299,57.2021,26.9666,4.3011,31.7023,27.7808,20.318,14.3047,30.4569,16.8157,25.609,30.6091,36.8416,69.8861,4.1657,60.4689,35.4639,10.2855,257.705,14.8169,30.426,33.6417,65.313,114.203,53.4767,15.9337,9.8266,7.2215,24.6212,34.5218,41.4582,4.6862,19.0424,15.7504,40.01,10.0902,15.7734,5.9359,12.2277,19.703,8.4446,5.9004,15.2074,2.6553,20.5471,17.226,13.0033,31.695,10.4023,30.0088,37.8767,15.7983,25.1012,18.6891,30.1471,25.6128,11.4743,24.6048,11.2135,4.2851,16.2264,47.1593,8.5364,16.1764,71.2205,54.8523,98.9802,28.0716,22.3714,51.369,63.3347,13.2992,23.0216,1.4472
"CAST",3936.84,5047.44,4971.68,3409.3,1598.68,3291.21,5662.55,1203.42,3350.29,6011.6,3306.62,3270.22,1898.09,5178.96,3880.15,4933.3,3523.13,5815.38,3376.92,4740.97,5363.25,2808.04,3468.95,2475.44,7013.35,8245.85,5205.22,7563.16,8787.48,3794.87,4265.89,4906.82,3156.68,1099.17,3905.13,5762.97,4038.47,2295.81,9062.38999999999,5352.74,5179.96,5170.81,22338,3489.08,3627.49,4747.75,5400.74,7912.9,4071.04,3385.62,7364.52,4451.21,5026.47,7406.72,3426.43,4082.99,4709.24,12291.5,2737.38,2647.1,3589.41,3686.01,3634.25,6240.24,7381.74,11186.1,2524.2,2515.75,10202.8,1853.29,5922.57,2037.81,3227.01,2480.81,3023.34,1431.47,2026.29,4362.15
"CASZ1",1011.42,1702.55,568.082,668.348,1512.89,1087.25,1422.49,486.452,624.052,1751.52,977.915,640.719,1627.54,909.248,699.563,2015.3,524.061,627.797,750.725,1387.91,1360,1123.96,812.29,680.724,568.763,1501.86,2309.31,724.279,692.582,1142.77,1641.62,776.135,1276.52,688.738,1190.14,682.845,1715.28,830.609,798.294,1179,1104.14,624.852,808.559,1566.68,1610.26,1286.79,1062.67,1359,580.968,1419.96,1002.25,579.697,2048.95,973.227,650.217,993.468,773.549,177.14,333.068,1271.33,933.046000000001,327.535,1133.36,780.882,1643.61,1339.03,552.173,461.819,936.873,561.181,324.835,822.038,749.441,1213.82,673.551,1553.96,700.719,633.14
"CAT",1733.55,788.329,1284.31,1793.97,814.597,1910.05,961.061,2122.58,1380.43,1549.11,1415.19,1404.19,1235.72,1542.84,1286.7,3854.91,1300.22,1731.06,1202.71,1036.61,648.247,1454.87,1585.02,1487.68,1697.77,1499.94,2032.49,2109.61,2160.87,1013.7,719.075,919.876,1355.11,1613.47,1883.85,600.167,1207.73,1596.14,965.955,1778.99,971.859,1212.9,996.942999999999,480.633,2442.72,2070.56,895.852,1867.76,758.187,1374.81,1147.79,831.879,1037.48,715.21,940.606,721.252,1178.95,1237.54,2511.78,1237.44,1971.17,1271.25,1277.13,1115.45,1510.24,931.86,1938.67,1067.64,1788.6,1023.21,1206.96,1229.29,806.861,1784.35,924.687,980.050999999999,1358.99,1200.43
"CATSPER1",9.2442,3.2419,5.0464,2.018,0.9417,5.3886,3.7454,1.7204,2.0675,0.8819,0,3.3267,3.8071,3.0028,1.8738,0.9183,2.0698,9.0302,0.5951,10.6952,16.0825,1.064,0.3841,2.2795,2.8398,2.403,0.6768,5.2964,10.1722,1.912,0,4.8143,6.3131,2.2637,1.0722,3.0126,1.0986,1.1887,0.6351,1.1643,1.0755,4.353,1.5285,2.6868,8.0002,0.4917,0.4608,0,12.3282,4.158,0,5.0528,3.6714,6.4725,4.3193,6.6839,1.0796,1.896,1.4494,2.3284,1.5098,6.3496,1.6019,9.8888,2.3746,1.2997,0.8986,8.2468,2.2661,3.1646,19.796,5.4467,3.7286,1.8253,15.9714,0.5115,8.6331,7.2359
"CATSPER2",28.0642,16.75,16.9055,12.1078,23.5433,10.7316,6.7417,33.5484,12.0606,7.0555,47.7032,22.2754,11.0152,7.8073,18.7383,38.2094,17.3859,12.1476,9.5217,15.6314,27.2165,15.6056,11.9059,13.3922,16.2272,24.991,11.5059,9.2686,41.6711,17.2084,23.1214,14.4429,6.3131,5.6593,11.7941,12.0502,8.7888,18.7221,11.4314,24.7909,27.2379,11.8718,6.1139,10.4217,13.7781,16.2262,7.8341,19.6495,45.7172,32.9641,20.005,18.3739,31.5129,9.6705,8.6386,12.1525,13.2254,18.4182,10.7254,12.9358,8.7567,11.9055,5.2062,21.396,15.8306,12.0609,20.6672,12.3702,16.5037,10.5485,14.3491,2.9329,8.9485,15.2881,15.9714,12.2762,29.4964,5.0651
"CATSPER2P1",47.4551,26.0813,33.5802,15.7764,49.163,11.2497,22.27,79.2688,19.2143,11.0903,20.3799,25.8017,27.9854,18.1309,30.2249,28.7328,16.2393,12.6973,23.6941,18.6919,27.1299,4.2667,20.0365,20.567,38.6775,28.4369,16.687,25.5881,52.0526,21.1823,13.4162,32.4828,26.9381,19.8642,23.7884,24.8301,20.5951,14.627,18.5411,48.3283,12.9414,20.6688,14.9675,24.4675,18.4671,50.9994,26.0046,17.0366,30.9182,18.7467,10.1025,53.4451,43.0687,9.0085,26.0353,23.424,20.8583,38.7784,21.2247,12.7288,32.2792,49.7387,44.2211,32.8702,23.0098,19.3854,50.1045,37.4879,11.405,4.7732,28.3203,31.8969,42.7069,12.0652,8.3437,28.9054,31.3885,24.7467
"CATSPER3",3.8064,1.621,13.4198,2.4216,23.5433,10.8891,3.1049,14.1935,14.4728,21.7925,16.7845,3.6593,5.7487,1.2011,3.2917,6.4279,8.933,4.7114,5.3559,8.6384,10.4,15.6056,3.4566,2.5645,13.7566,12.4955,0.7073,9.5997,15.9849,16.5711,5.8324,33.3563,6.3131,13.0164,5.361,35.4812,23.0706,16.9391,8.6434,54.332,11.4716,5.5402,14.6504,15.4161,11.1114,19.6681,4.1475,6.9039,33.9027,22.275,7.5019,4.1341,2.775,7.3551,10.2998,9.2359,4.888,5.688,1.4871,8.1625,11.7763,5.0268,20.825,27.7511,7.5868,4.2703,4.084,0.6344,8.417,6.3291,11.9976,8.5681,4.4743,3.3898,5.5074,30.6905,7.9137,23.8784
"CATSPER4",1.0875,0,0,0.4036,0,0,0,0,0,0,0,0,0.3173,0,0,0.6122,0.414,0,0,0,0.4124,0,0,0,0,0,0,0,0,0.3187,0,0,0.3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.2942,0,1.2153,0,0,0,0.2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATSPERB",334.965,99.9595,128.683,123.096,190.23,24.8705,13.8579,79.5699,216.058,188.292,133.392,10.978,7.6142,58.8549,33.1043,23.8751,39.7392,18.0605,53.2619,203.209,49.0722,165.987,139.798,68.9557,227.992,395.531,208.799,93.3485,102.885,149.458,95.9538,66.0248,30.303,83.1919,170.479,736.736,67.3808,59.7325,67.6359,687.688,149.131,136.525,5.3496,265.393,13.7781,164.72,7.8341,88.1572,473.61,176.121,79.5199,17.4552,157.871,109.738,52.4958,53.4711,1.8893,446.37,150.156,142.811,116.555,35.7166,107.729,115.369,54.2198,75.1949,192.744,0.9516,27.1933,33.2278,52.4895,465.486,122.297,34.4198,104.089,129.412,69.0647,11.5774
"CATSPERG",118.543,16.2096,48.6618,16.5473,18.8346,40.2073,10.8616,16.7742,60.3032,39.6869,37.1025,31.2708,23.7944,25.2235,4.9969,32.7518,18.6278,16.0974,16.3654,9.8725,18.9691,26.6005,32.2612,5.6988,49.8986,41.8118,9.1371,3.9723,12.4973,29.318,4.0462,24.7593,50.1894,15.2801,22.1587,3.3473,23.4368,31.7979,9.2086,93.5287,16.4904,5.5402,114.253,5.075,11.5558,1.4751,14.7465,1.5932,172.595,8.91,25.5064,5.5122,20.4987,45.0132,4.9838,21.2669,5.3981,31.1484,43.7713,23.8018,6.643,12.4347,22.4269,13.185,26.912,20.9803,35.4937,44.4057,45.9696,43.2489,38.6923,39.3841,6.7114,16.9492,15.9714,20.9719,45.3237,7.9595
"CAV1",834.693,876.402,698.567,1273.74,603.649,1054.51,2300.4,513.548,759.476000000001,834.748,226.148,872.921,1067.89,1456.36,845.721,843.587,839.077,1065.17,418.954,1595.64,1089.07,859.727,1143.73,319.704,1004.87,1116.42,1540.44,2426.73,1332.56,473.231,1189.6,1059.49,1114.58,1541.03,3182.63,284.184,588.117,893.611,860.214,693.897,1115.97,838.148,979.366,1003.36,1958.27,521.205,1394.93,471.057,2316.17,929.017,758.69,1747.36,532.966,675.199,1441.64,1072.46,632.389,1170.91,1019.49,661.795,574.019,1213.31,1420.91,942.068,946.671,1037.69,667.64,1770.84,1268.7,1581.22,2478.4,492.72,588.367,574.185,898.251,450.128,1638.85,359.624
"CAV2",425.775,458.193,224.205,576.329,301.825,212.643,526.973,208.172,377.671,336.016,91.8728,380.24,632.932,574.736,341.661,286.195,295.146,414.213,216.321,646.236,443.299,263.167,338.358,323.693,498.986,572.39,371.912,742.485,385.672,163.161,514.451,422.971,939.393999999999,755.518,1184.06,209.54,306.143,390.49,310.554,330.649,430.902,371.587,731.754,451.078,600.013,239.951,465.438,224.111,687.299,390.852,435.109,605.42,663.607,264.195,528.613,517.697,494.737,566.901,600.913,750.017,327.321,642.106,315.579,327.647,408.826,645.191,279.906,1270.95,973.778,343.882,984.703,166.754,530.201,179.661,393.777,579.028,514.389,151.954
"CAV3",5.9815,0,0.3605,0,7.063,0,4.4944,0,0,0,0,0,9.2005,0,0,0,0,0,0,0.4114,0,0.3547,0.7681,0,0,0,0,0,0,1.5934,4.6243,0,0,1.1319,2.8592,0,0,0,0,0,0,0,0,0,0.4445,0.4917,0,0.5311,1.0274,0.297,0,0,0.306,0,4.3193,2.4305,0.2699,0,0,0,3.3215,0,0.801,0.3296,0,255.849,0,0,0.6475,0,3.2993,0,0,1.043,0,0.5115,1.4388,0
"CBARA1",1516.59,1092.53,1941.07,1168.8,1051.44,1954.82,1004.88,923.871,987.595,1374.93,584.806,1538.26,1152.28,1106.23,1104.93,804.408,945.048,1339.62,773.338999999999,1411.35,1413.2,1165.1,1845.42,863.941,1775.66,1384.12,958.714,1598.84,3593.4,1411.09,393.064,1392.02,1698.23,1273.34,1127.59,1710.13,1104.09,891.828,1042.8,1308.24,1269.4,715.077,1293.47,750.504,1989.38,996.681,1511.06,1573.02,1571.85,1950.1,2598.65,1202.11,1058.28,1075.61,1043.6,1781.56,1351.15,1478.6,1316.33,835.91,657.359,1595.87,1002.4,1586.49,1498.76,1150.39,1637.2,2590.75,529.298,3551.16,1798.74,1149.68,1568.23,2419.3,929.643,1065.47,1081.3,954.414
"CBFA2T2",1209.35,803.998,864.017,477.449,3374.69,1076.89,536.337,251.183,798.415,861.646999999999,898.41,842.981,1215.42,872.614,1111.18,1080.5,740.971,868.473,1122.37,941.177,1074.64,729.562,626.788,611.198,618.661,765.109,1303.55,952.684,744.314,1234.23,819.075,715.612,805.871,666.667,569.693,321.339,1173.3,608.915,624.283,1078.1,621.975,942.62,679.022,1106.65,412.454,618.07,771.889,589.485,937.973000000001,628.453,875.719,463.022,1145.79,869.962,731.951,749.202,1323.89,908.992,1138.63,1174.57,452.633,483.63,562.275,1080.51,684.674,914.408,544.985,867.497,1518.61,1086.5,487.702,665.759,629.381,2346.28,894.947,763.683,465.468,563.676
"CBFA2T3",324.089,42.6854,277.553,37.1305,93.2313,133.886,113.859,384.516,616.816,265.461,79.5053,338.323,152.601,106.9,29.9813,300.888,287.281,194.739,535.595,241.876,14.8454,59.9397,362.17,114.546,44.2191,118.707,593.57,95.3346,26.7384,24.2192,182.659,131.706,24.3056,93.3786,248.749,21.0879,93.3809,137.593,22.8628,17.4639,341.997,41.947,17.9595,41.4956,338.674,161.278,82.9493,23.367,86.2977,24.651,1178.79,151.585,185.406,308.326,205.332,1079.75,57.4899,86.6739,47.8296,316.409,43.1798,159.534,650.781,16.1516,343.128,79.2796,475.345,157.006,152.8,308.544,158.968,469.676,205.071,203.39,484.098,224.552,330.216,17.3661
"CBFB",1185.43,1167.09,959.178,901.221,1391.88,1432.95,831.846,513.979,1743.28,942.344,632.509,1014.97,2210.34,751.901,814.491,1013.47,628.79,1148.02,1672.84,905.389,885.361,1127.5,1226.69,1222.11,781.744,1455.73,1815.91,1141.04,1300.3,1506.05,1686.71,810.523,766.414,1696.66,1327.38,1367.03,891.33,1079.64,651.591,581.352,2116.15,1818.76,865.495,1225.17,1344.47,900.799,937.327,621.88,1258.51,1928.42,2506.13,1092.79,1372.49,1717.56,1202.09,1366.55,1259.65,1509.75,1296.62,1629.65,1230.47,1483.7,3402.88,1128.97,1145.34,2421.65,775.02,1354.69,1129.17,965.19,1883.32,977.48,2372.86,1504.04,989.123,1878.26,827.338,693.198
"CBL",321.914,514.386,293.773,487.943,642.731,817.824,816.49,76.129,629.91,776.982,632.509,590.486,723.35,1035.97,547.783,712.58,846.942,1090.69,644.797,735.5,668.866,482.355,528.469,735.432,509.128,891.505,1238.58,1404.86,1197.41,683.875,584.393,402.682,1338.7,662.139,1173.34,378.912,900.119,640.416,521.4,1019.5,1020.25,1296.4,674.818,777.371,754.683,808.359,438.249,467.87,537.306,545.886,529.632,700.505,663.913,861.724,821.659,419.262,977.058,799.567,1593.45,1153.61,1054.43,1283.95,655.186,619.036,649.847,1529.52,378.299,1379.11,1352.22,880.802,712.357,565.623,586.13,1805.48,647.666,236.829,205.036,801.013
"CBLB",444.263,479.805,447.328,609.827,452.502,492.021,673.417,125.161,394.211,726.712,334.806,351.63,970.495,759.708,467.833,719.008,584.912,570.082,595.403,621.555,326.598,485.192,521.171,545.377,772.414,1006.37,681.218,571.677,554.821,375.08,915.029,350.757,453.914,520.091,587.562,710.628,609.356,422.288,441.697,711.749,626.994,540.958,512.801,854.094,402.231,602.336,540.092,508.231,363.683,475.2,564.641,782.269,503.289,449.25,558.848,693.301,1245.61,1067.71,838.901,757.778,562.847,986.309,585.903,436.753,642.327,881.916,472.2,1344.86,1071.22,671.941,892.022,724.835,390.007,835.983999999999,390.472,595.396,246.043,409.551
"CBLC",7.0691,120.492,1.0814,3.2287,1.8835,0,248.318,441.29,473.467,0,221.731,384.231,0.9518,264.847,72.4547,93.6639,273.621,138.987,0,170.712,0,943.075000000001,86.7979,148.739,85.1927,325.363,0.3384,225.427,70.9148,422.243,19.0751,402.682,723.801,75.2688,1.787,87.6987,497.299,276.969,645.558,520.035,146.621,362.485,0,7.4632,343.563,99.3239,4.6083,544.875,494.157,87.3181,487.122,0.4593,1.2238,5.8841,1.6613,285.584,131.174,245.125,268.425,0,0.9059,126.993,2.0024,322.373,546.948,350.724,2.6957,0,183.554,6.8565,158.068,107.678,8.9485,151.499,459.865,86.9565,13.6691,885.673
"CBLL1",724.307,644.604,499.594,855.211,937.963,1029.22,609.746,471.828,667.815,588.689,594.523,814.371,1073.6,683.437,868.832,1033.67,1034.05,1181.39,789.407,531.88,706.804,835.609,767.355,865.935,444.219,752.133,771.574,835.171,871.612,539.834,822.543,670.22,696.97,645.727,625.089,680.502,949.922,885.29,1207.6,567.769,1230.33,512.465,836.454,1326.37,1004.02,693.792,858.986,980.351,581.996,531.63,1242.31,579.237,893.988,748.161,1298.77,653.198,632.389,1037.11,1537.5,708.363,707.182,1109.6,671.606,1151.71,719.501000000001,717.787,390.88,1101.26,986.08,915.612,637.372,630.565,932.14,881.617,562.853,528.389,391.367,805.355
"CBLN1",60.9027,11.3468,8.651,7.6682,630.018,4.5596,14.2324,18.0645,8.9593,2.2048,0,3.3267,108.185,4.8045,1.8738,3.0609,2.8977,5.8893,40.7647,42.7807,3.7113,19.1523,136.726,0,62.8803,71.1282,86.2944,5.9584,4.6501,0,82.0809,0.3439,3.4722,2.8297,16.0829,0.6695,0.3662,1.1887,2.8579,3.1047,84.9615,15.0376,12.2277,6.2691,146.226,4.4253,0,0,1.541,0.891,1.0003,25.7235,13.4618,23.2421,11.6288,9.722,1.8893,4.8754,11.8849,20.956,0.302,7.1433,4.8058,12.8554,15.0391,7.0553,1.7971,34.2558,6.4746,1.5823,11.0978,0,8.9485,0.5215,7.7103,0,0.7194,17.3661
"CBLN2",2.7189,0.5403,3.6046,2.018,2.3543,42.6943,35.9555,5.1613,2.4121,17.1977,68.0212,122.422,0.3173,7.8073,22.4859,0.6122,0,34.9431,0.8927,9.4611,2.4742,0.3547,0,2.5645,16.6329,4.3254,4.3993,7.9446,165.952,1.912,431.792,74.9656,28.7247,4.5274,2.5018,0.3347,17.2114,259.733,0,0.7762,2.5094,9.8932,6.8781,0.5971,1651.15,260.602,1.3825,3.1864,3.0821,5.643,1.5004,8.2683,0.6119,12.6508,4.6515,11.5449,8.9069,35.2113,2.0291,3.622,1.8117,1.852,0,31.3144,2.7704,11.5113,0.4493,12.6873,12.3017,0,5.9988,3.3518,3.7286,1.3038,4.9566,22.5064,2.1583,2.8944
"CBLN3",35.8891,77.8063,105.975,53.2741,17.422,55.1295,85.7689,6.4516,111.992,44.5375,43.2862,59.2149,41.2437,20.419,124.297,49.2807,41.395,67.5304,50.8815,44.8375,44.1237,31.2112,26.8843,71.2352,225.964,58.6327,54.4839,78.7835,51.1516,55.768,40.4624,176.754,52.399,34.5218,43.2452,57.5732,85.3245,39.2273,30.4838,60.5414,22.2262,40.7598,38.5938,62.9898,38.6675,42.2864,46.5438,42.4854,88.3524,35.343,16.5041,113.918,35.4903,32.0683,40.2025,82.6371,57.7598,148.429,11.3052,26.9064,34.725,70.375,65.2783,34.6106,42.7427,24.508,24.2615,188.09,37.8763,123.418,86.0828,34.3563,270.693,80.5737,76.0017,20.4604,35.9712,65.123
"CBLN4",6.5253,12.9677,48.6618,19.776,8.0047,4.9741,2.2472,11.6129,5.1688,5.7326,0,6.986,10.7868,2.4022,0,14.6924,28.5626,40.0471,7.7364,52.6532,8.6598,3.9014,7.6812,1.4247,18.2556,50.4626,5.753,5.9584,5.5221,0.956,2.8902,35.7634,0,25.4669,27.5197,6.3598,10.6198,2.6746,7.9385,20.9566,1.7924,1.1872,8.4066,6.8662,3.1112,1.4751,10.1382,4.7796,23.1154,3.861,2.5006,22.508,20.8047,1.471,5.6483,4.2534,6.4777,10.0217,24.0597,12.6771,17.2115,7.4079,0.4005,1.9778,13.0603,3.899,18.4208,2.5375,1.6186,2.6371,11.0978,17.1782,2.9828,3.6506,5.5074,11.2532,21.5827,19.5369
"CBR1",674.356,1305.69,789.493,449.916,83.3431,292.995,1588.56,210.37,552.395,221.113,578.419,1186.44,431.174,348.253,1093.29,767.689,243.196,1745.56,109.898,159.107,1768.01,147.072,208.499,1167.87,694.523,481.802,412.075,248.082,615.674,145.28,216.474,1116.36,1328.92,676.469,625.593,1851.84,127.372,351.783,1157.38,445.072,242.255,81.1239,1518.2,611.562,1021.37,1277.77,2808.45,125.757,710.05,941.907,186.587,467.005,1424.28,756.784,1308.52,596.044,208.345,168.979,151.22,1446.43,1347.7,334.035,171.746,1076.96,921.547,1223.43,272.627,2513.58,598.498,864.831,581.998,886.1,1987.94,470.563,1603.28,247.857,611.827,1544.14
"CBR3",392.605,612.184,1483.25,219.15,110.183,325.965,673.043,1448.17,440.731,185.007,348.057,333.999,793.23,270.853,420.75,1363.23,342.784,720.063,1148.21,618.264,503.505,699.734,157.465,955.962,348.073,1419.65,743.486,181.732,268.255,96.877,961.85,364.512,545.101,809.847,967.477,4198.11,150.874,198.514,804.327,579.354,247.715,78.7495,1170.42,216.091,133.181,736.57,2709.15,495.454,796.122,512.622,575.579,1204.81,2030.85,751.353,263.144,188.364,784.346,245.052,212.479,1256.02,1276.07,221.941,655.186,159.868,616.1,273.487,629.9,739.355,148.268,405.501,272.646,302.365,2234.15,578.357,2930.39,47.0588,182.014,1094.74
"CBR4",303.969,354.991,729.927,589.648,1014.71,521.865,576.787,1111.83,245.003,409.657,485.866,568.55,210.983,357.339,276.708,379.553,506.261,1239.89,647.772,576.306,666.392,1032.81,846.095,315.145,538.742,446.959,587.479,752.746,515.876,381.772,821.965,379.298,666.667,428.976,1308.8,599.833,564.68,257.355,597.612,337.635,544.542,564.306,528.086,780.372,379.12,720.344,711.982,707.913,281.495,1048.11,738.184,908.13,405.997,452.486,705.042,599.727,491.498,364.572,253.642,1267.71,243.075,735.234,547.497,1260.49,543.782,402.339,3364.26,490.366,534.477,392.405,843.734,956.116,713.646,387.223,290.789,449.105,587.05,1393.63
"CBS",1694.4,170.201,242.228,882.656,724.191,1398.13,202.25,142.366,24.8105,220.924,39.7527,243.513,72.0178,40.2375,101.811,27.2421,67.8878,346.682,1167.89,83.9161,59.7938,62.4224,428.997,1379.4,49.8986,71.6088,59.2217,751.422,978.275,18.4831,1498.27,31.6369,101.957,84.8896,1002.5,238.326,198.846,441.902,59.0623,60.5414,235.885,137.317,189.148,16.7177,82.224,154.886,538.71,237.387,35.4437,456.786,16.5041,31.695,95.1507,665.49,245.867,172.566,401.619,538.462,899.486,1463.04,384.693,1718.9,186.224,116.358,1946.37,96.3609,1605.3,1500.59,22.3373,538.502,743.251,1372.58,875.466,1450.07,205.976,43.9898,2097.12,39.7974
"CBWD1",421.969,768.878,1167.16,953.284,934.197,455.13,1086.53,816.774,490.007,779.627,1290.64,311.71,413.706,1258.17,575.265,683.502,3000.31,456.616,1893.92,924.722,388.041,393.687,417.091,2567.03,574.037,520.966,1239.93,708.72,2218.12,246.973,435.26,1283.01,1757.89,460.668,203.717,1568.54,785.499,742.348,627.14,1095.57,589.353,751.484,434.085,578.849,1068.91,989.796999999999,862.673,855.55,414.537,1286.9,982.746,910.886,1009.03,756.693,1158.9,474.556,370.041,358.072,865.57,916.63,1820.19,1125.74,401.281,875.154,458.692,1176.38,724.699,714.931,408.87,571.202,556.989,704.305,1250.56,657.627,1587.77,495.652,978.416999999999,600.579
